Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate.1,5WI,10WM,BBI,BBM
Philip Steven Eaglestone,17-06-1982,IRELAND,Left-hand bat,Left-arm fast-medium,"July 1,2008",Ireland v New Zealand,1,1,4,0,4,4.000,3,133.3,0,0,1,0,--,--,42,60,1,60.00,8.571,42.00,0,0,1/60,1/60
Regan Morris West,27-04-1979,IRELAND,Left-hand bat,"Slow left-arm, Left-arm fast-medium","August 25,2008",Ireland v Kenya,10,4,61,2,29*,30.50,41,148.7,0,0,6,3,4,0,447,279,9,31.00,3.745,49.66,0,0,4/26,4/26
Reinhardt Strydom,16-06-1977,IRELAND,Left-hand bat,Left-arm medium-fast,"March 18,2008",Bangladesh v Ireland,9,6,83,0,37,13.83,155,53.54,0,0,8,1,3,0,48,63,1,63.00,7.875,48.00,0,0,1/63,1/63
Roger Kyran Whelan,27-07-1980,IRELAND,Right-hand bat,Right-arm fast-medium,"June 23,2007",Ireland v India,2,2,5,0,5,2.500,12,41.66,0,0,1,0,--,--,90,99,2,49.50,6.600,45.00,0,0,1/43,1/43
Rory Desmond McCann,11-01-1985,IRELAND,Right-hand bat,,"July 1,2010",Ireland v Kenya,8,5,44,1,18,11.00,77,57.14,0,0,3,0,9,0,--,--,--,--,--,--,--,--,,
Ryan Samuel Haire,01-05-1981,IRELAND,Left-hand bat,Leg-break,"July 1,2008",Ireland v New Zealand,2,2,56,0,54,28.00,72,77.77,0,1,7,1,2,0,--,--,--,--,--,--,--,--,,
Stuart Robert Thompson,15-08-1991,IRELAND,Left-hand bat,Right-arm medium,"September 8,2013",Ireland v Scotland,20,15,228,1,39,16.28,251,90.83,0,0,24,3,8,0,559,490,12,40.83,5.259,46.58,0,0,2/17,2/17
Marthinus Jacobus Fourie,23-07-1979,IRELAND,Right-hand bat,Right-arm medium,"June 23,2007",Ireland v India,7,5,42,3,19*,21.00,51,82.35,0,0,4,1,--,--,179,128,1,128.0,4.290,179.0,0,0,1/33,1/33
Timothy James Murtagh,02-08-1981,IRELAND,Left-hand bat,Right-arm fast-medium,"June 23,2012",Ireland v Australia,42,26,153,8,23*,8.500,218,70.18,0,0,16,1,11,0,2148,1625,49,33.16,4.539,43.83,0,0,3/23,3/23
David Trent Johnston,29-04-1974,IRELAND,Right-hand bat,Right-arm fast-medium,"June 13,2006",Ireland v England,67,53,743,15,45*,19.55,786,94.52,0,0,48,23,25,0,2930,2115,66,32.04,4.331,44.39,1,0,5/14,5/14
William Thomas Stuart Porterfield,06-09-1984,IRELAND,Left-hand bat,Off-break,"August 5,2006",Scotland v Ireland,119,117,3692,3,139,32.38,5283,69.88,11,15,385,27,57,0,--,--,--,--,--,--,--,--,,
Aaron James Redmond,23-09-1979,NEW ZEALAND,Right-hand bat,Leg-break,"October 3,2009",New Zealand v Pakistan,6,6,152,0,52,25.33,259,58.68,0,1,19,0,3,0,--,--,--,--,--,--,--,--,,
Adam Fraser Milne,13-04-1992,NEW ZEALAND,Right-hand bat,Right-arm fast,"November 10,2012",Sri Lanka v New Zealand,40,17,168,7,36,16.80,165,101.8,0,0,11,4,21,0,1801,1581,41,38.56,5.267,43.92,0,0,1/8,1/8
Adam Craig Parore,23-01-1971,NEW ZEALAND,Right-hand bat,,"October 31,1992",Zimbabwe v New Zealand,179,161,3314,32,108,25.68,4867,68.09,1,14,169,36,116,25,--,--,--,--,--,--,--,--,,
Alex Ross Tait,13-06-1972,NEW ZEALAND,Right-hand bat,Right-arm medium,"October 24,1998",New Zealand v Zimbabwe,5,5,35,2,13*,11.66,32,109.3,0,0,2,1,--,--,120,88,3,29.33,4.400,40.00,0,0,2/37,2/37
Andre Ryan Adams,17-07-1975,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"April 10,2001",New Zealand v Sri Lanka,42,34,419,10,45,17.45,417,100.4,0,0,31,18,8,0,1885,1643,53,31.00,5.229,35.56,1,0,5/22,5/22
Andrew Malcolm Ellis,24-03-1982,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"February 3,2012",New Zealand v Zimbabwe,15,12,153,1,33,13.90,184,83.15,0,0,10,2,3,0,480,425,12,35.41,5.312,40.00,0,0,2/22,2/22
Andrew Howard Jones,09-05-1959,NEW ZEALAND,Right-hand bat,Off-break,"October 10,1987",New Zealand v Zimbabwe,87,87,2784,9,93,35.69,4811,57.86,0,25,199,8,23,0,306,216,4,54.00,4.235,76.50,0,0,2/42,2/42
Andrew Jonathan Penn,27-07-1974,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 27,1997",New Zealand v Sri Lanka,5,3,23,1,15,11.50,33,69.69,0,0,0,0,1,0,159,201,1,201.0,7.584,159.0,0,0,1/50,1/50
Andrew Duncan Glenn Roberts,06-05-1947,NEW ZEALAND,Right-hand bat,Right-arm medium,"October 16,1976",Pakistan v New Zealand,1,1,16,0,16,16.00,24,66.66,0,0,--,--,1,0,42,30,1,30.00,4.285,42.00,0,0,1/12,1/12
Andrew John McKay,17-04-1980,NEW ZEALAND,Right-hand bat,Left-arm fast-medium,"February 5,2010",New Zealand v Bangladesh,19,10,12,7,4*,4.000,47,25.53,0,0,0,0,3,0,926,800,27,29.62,5.183,34.29,0,0,4/53,4/53
Anton Paul Devcich,28-09-1985,NEW ZEALAND,Left-hand bat,Slow left-arm,"October 29,2013",Bangladesh v New Zealand,12,11,195,0,58,17.72,253,77.07,0,1,25,0,3,0,324,291,4,72.75,5.388,81.00,0,0,2/16,2/16
Barry George Hadlee,14-12-1941,NEW ZEALAND,Right-hand bat,,"March 8,1975",New Zealand v England,2,2,26,1,19,26.00,93,27.95,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Bevan Ernest Congdon,11-02-1938,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 11,1973",New Zealand v Pakistan,11,9,338,3,101,56.33,472,71.61,1,2,29,2,--,--,387,287,7,41.00,4.449,55.28,0,0,2/14,2/14
Bradley-John Watling,09-07-1985,NEW ZEALAND,Right-hand bat,,"August 13,2010",Sri Lanka v New Zealand,28,25,573,2,96*,24.91,838,68.37,0,5,58,3,20,0,--,--,--,--,--,--,--,--,,
Blair Robert Hartland,22-10-1966,NEW ZEALAND,Right-hand bat,Right-arm medium,"November 8,1992",Zimbabwe v New Zealand,16,16,311,1,68*,20.73,623,49.91,0,2,28,0,5,0,--,--,--,--,--,--,--,--,,
Brendon Paul Bracewell,14-09-1959,NEW ZEALAND,Right-hand bat,Right-arm medium,"July 17,1978",England v New Zealand,1,1,0,1,0*,--,4,0.000,0,0,0,0,--,--,66,41,1,41.00,3.727,66.00,0,0,1/26,1/41
Brendon John Diamanti,30-04-1981,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 13,2009",Australia v New Zealand,1,1,26,1,26*,--,22,118.1,0,0,3,0,1,0,12,25,0,--,12.50,--,0,0,0/19,0/19
Brendon Barrie McCullum,27-09-1981,NEW ZEALAND,Right-hand bat,Right-arm medium,"January 17,2002",Australia v New Zealand,260,228,6083,28,166,30.41,6309,96.41,5,32,578,200,262,15,--,--,--,--,--,--,--,--,,
Brian Frederick Hastings,23-03-1940,NEW ZEALAND,Right-hand bat,Leg-break googly,"February 11,1973",New Zealand v Pakistan,11,9,151,1,37,18.87,271,55.71,0,0,12,--,4,0,--,--,--,--,--,--,--,--,,
Brian John McKechnie,06-11-1953,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"June 7,1975",East Africa v New Zealand,14,8,54,4,27,13.50,100,54.00,0,0,2,--,2,0,800,495,19,26.05,3.712,42.10,0,0,3/23,3/23
Brooke Graeme Keith Walker,25-03-1977,NEW ZEALAND,Right-hand bat,Leg-break,"October 22,2000",South Africa v New Zealand,11,7,47,4,16*,15.66,79,59.49,0,0,3,0,5,0,438,417,8,52.12,5.712,54.75,0,0,2/43,2/43
Bruce Robert Blair,27-12-1957,NEW ZEALAND,Left-hand bat,Right-arm medium,"February 17,1982",New Zealand v Australia,14,14,174,2,29*,14.50,253,68.77,0,0,12,1,4,0,30,34,1,34.00,6.800,30.00,0,0,1/7,1/7
Bruce Adrian Edgar,23-11-1956,NEW ZEALAND,Left-hand bat,Right-arm slow-medium,"July 17,1978",England v New Zealand,64,64,1814,5,102*,30.74,3661,49.54,1,10,125,2,12,0,12,5,0,--,2.500,--,0,0,0/3,0/3
Bruce Richard Taylor,12-07-1943,NEW ZEALAND,Left-hand bat,Right-arm fast-medium,"July 18,1973",England v New Zealand,2,1,22,0,22,22.00,42,52.38,0,0,4,0,1,0,114,62,4,15.50,3.263,28.50,0,0,3/25,3/25
Bryan Andrew Young,03-11-1964,NEW ZEALAND,Right-hand bat,,"December 11,1990",Australia v New Zealand,74,73,1668,5,74,24.52,2733,61.03,0,9,164,2,28,0,--,--,--,--,--,--,--,--,,
Carl Edwin Bulfin,19-08-1973,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 25,1999",New Zealand v South Africa,4,2,9,1,7*,9.000,8,112.5,0,0,0,1,1,0,102,109,0,--,6.411,--,0,0,0/31,0/31
Christopher Lance Cairns,13-06-1970,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"February 13,1991",New Zealand v England,215,193,4950,25,115,29.46,5874,84.26,4,26,345,153,66,0,8168,6594,201,32.80,4.843,40.63,1,0,5/31,5/42
Christopher James Drum,10-07-1974,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"January 14,1999",New Zealand v India,5,2,9,2,7*,--,22,40.90,0,0,1,0,1,0,216,261,4,65.25,7.250,54.00,0,0,2/26,2/31
Chris Zinzan Harris,20-11-1969,NEW ZEALAND,Left-hand bat,"Right-arm medium, Off-break","November 29,1990",Australia v New Zealand,250,213,4379,62,130,29.00,6583,66.51,1,16,275,43,96,0,10667,7613,203,37.50,4.282,52.54,1,0,5/42,5/42
Christopher Mary Kuggeleijn,10-05-1956,NEW ZEALAND,Right-hand bat,Off-break,"March 9,1988",New Zealand v England,16,11,142,2,40,15.77,223,63.67,0,0,7,1,9,0,817,604,12,50.33,4.435,68.08,0,0,2/31,2/31
Christopher Stewart Martin,10-12-1974,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"January 2,2001",New Zealand v Zimbabwe,20,7,8,2,3*,1.600,27,29.62,0,0,0,0,7,0,948,804,18,44.66,5.088,52.66,0,0,3/21,3/62
Christopher John Nevin,03-08-1975,NEW ZEALAND,Right-hand bat,Right-arm slow-medium,"March 1,2000",New Zealand v Australia,37,36,732,0,74,20.33,1000,73.20,0,4,82,3,16,3,--,--,--,--,--,--,--,--,,
Christopher Pringle,26-01-1968,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"May 23,1990",England v New Zealand,64,41,193,19,34*,8.772,256,75.39,0,0,8,5,7,0,3314,2459,103,23.87,4.452,32.17,1,0,5/45,5/45
Colin de Grandhomme,22-07-1986,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 3,2012",New Zealand v South Africa,19,16,389,5,74*,35.36,356,109.2,0,1,25,20,4,0,624,562,10,56.20,5.403,62.40,0,0,0/4,0/4
Colin Munro,11-03-1987,NEW ZEALAND,Left-hand bat,Right-arm medium,"January 22,2013",South Africa v New Zealand,40,36,905,1,87,25.85,857,105.6,0,6,90,28,16,0,450,386,7,55.14,5.146,64.28,0,0,0/3,0/3
Corey James Anderson,13-12-1990,NEW ZEALAND,Left-hand bat,Left-arm medium-fast,"June 16,2013",England v New Zealand,49,44,1109,4,131*,27.72,1020,108.7,1,4,86,55,11,0,1485,1502,60,25.03,6.068,24.75,1,0,5/63,5/63
Craig Derek Cumming,31-08-1975,NEW ZEALAND,Right-hand bat,Right-arm slow-medium,"November 29,2003",Pakistan v New Zealand,13,13,161,1,45*,13.41,301,53.48,0,0,20,0,6,0,18,17,0,--,5.666,--,0,0,0/14,0/14
Craig Douglas McMillan,13-09-1976,NEW ZEALAND,Right-hand bat,Right-arm medium,"May 20,1997",New Zealand v Sri Lanka,197,183,4707,16,117,28.18,6197,75.95,3,28,375,84,44,0,1879,1717,49,35.04,5.482,38.34,0,0,3/20,3/20
Craig Murray Spearman,04-07-1972,NEW ZEALAND,Right-hand bat,,"December 15,1995",New Zealand v Pakistan,51,50,936,0,86,18.72,1202,77.87,0,5,123,9,15,0,3,6,0,--,12.00,--,0,0,0/6,0/6
Daniel Raymond Flynn,16-04-1985,NEW ZEALAND,Left-hand bat,Chinaman,"February 23,2008",New Zealand v England,20,17,228,2,35*,15.20,360,63.33,0,0,23,2,4,0,24,25,0,--,6.250,--,0,0,0/0,0/0
Daniel Luca Vettori,27-01-1979,NEW ZEALAND,Left-hand bat,Slow left-arm,"March 25,1997",New Zealand v Sri Lanka,295,187,2253,57,83,17.33,2719,82.86,0,4,175,15,88,0,14060,9674,305,31.71,4.128,46.09,2,0,5/7,5/7
Daniel Kyle Morrison,03-02-1966,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"October 31,1987",India v New Zealand,96,43,171,24,20*,9.000,400,42.75,0,0,8,2,19,0,4586,3470,126,27.53,4.539,36.39,2,0,5/34,5/34
Darrin James Murray,04-09-1967,NEW ZEALAND,Right-hand bat,Right-arm medium,"November 3,1994",India v New Zealand,1,1,3,0,3,3.000,17,17.64,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Daryl Raymond Tuffey,11-06-1978,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"September 27,2000",Zimbabwe v New Zealand,95,52,295,21,36,9.516,373,79.08,0,0,23,7,20,0,4333,3534,110,32.12,4.893,39.39,0,0,4/12,4/24
David Robert O'Sullivan,16-11-1944,NEW ZEALAND,Right-hand bat,Slow left-arm,"March 30,1974",New Zealand v Australia,3,2,2,1,1*,2.000,5,40.00,0,0,0,0,--,--,126,123,2,61.50,5.857,63.00,0,0,1/38,1/38
David John White,26-06-1961,NEW ZEALAND,Right-hand bat,Off-break,"November 2,1990",Pakistan v New Zealand,3,3,37,0,15,12.33,97,38.14,0,0,1,0,1,0,--,--,--,--,--,--,--,--,,
Dayle Robert Hadlee,06-01-1948,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"February 11,1973",New Zealand v Pakistan,11,7,40,2,20,8.000,85,47.05,0,0,3,0,2,0,540,364,20,18.20,4.044,27.00,0,0,4/30,4/34
Dean Graham Brownlie,30-07-1984,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 3,2012",New Zealand v Zimbabwe,16,15,361,1,63,25.78,486,74.27,0,1,46,1,6,0,--,--,--,--,--,--,--,--,,
Derek Alexander Stirling,05-10-1961,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 31,1984",Sri Lanka v New Zealand,6,5,21,2,13*,7.000,39,53.84,0,0,1,0,3,0,246,207,6,34.50,5.048,41.00,0,0,2/29,2/29
Dion Joseph Nash,20-11-1971,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"October 31,1992",Zimbabwe v New Zealand,81,53,624,13,42,15.60,940,66.38,0,0,28,5,25,0,3416,2622,64,40.96,4.605,53.37,0,0,4/38,4/38
Dipak Narshibhai Patel,25-10-1958,NEW ZEALAND,Right-hand bat,Off-break,"March 18,1987",New Zealand v West Indies,75,63,623,10,71,11.75,868,71.77,0,1,37,7,23,0,3251,2261,45,50.24,4.172,72.24,0,0,3/22,3/22
Douglas Andrew John Bracewell,28-09-1990,NEW ZEALAND,Right-hand bat,Right-arm medium,"October 20,2011",Zimbabwe v New Zealand,16,9,79,2,30,11.28,135,58.51,0,0,4,0,3,0,794,667,22,30.31,5.040,36.09,0,0,3/18,3/25
Ervin Bruce McSweeney,08-03-1957,NEW ZEALAND,Right-hand bat,,"January 9,1986",Australia v New Zealand,16,14,73,5,18*,8.111,119,61.34,0,0,3,2,14,3,--,--,--,--,--,--,--,--,,
Evan John Gray,18-11-1954,NEW ZEALAND,Right-hand bat,Slow left-arm,"November 4,1984",Sri Lanka v New Zealand,10,7,98,1,38,16.33,230,42.60,0,0,6,0,3,0,386,286,8,35.75,4.445,48.25,0,0,2/19,2/26
Ewen John Chatfield,03-07-1950,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"June 16,1979",New Zealand v West Indies,114,48,118,37,19*,10.72,336,35.11,0,0,5,--,19,0,6065,3618,140,25.84,3.579,43.32,1,0,5/34,5/34
Ewen Paul Thompson,17-12-1979,NEW ZEALAND,Left-hand bat,Left-arm fast-medium,"March 11,2009",New Zealand v India,1,0,0,0,0,--,0,--,0,0,0,0,--,--,24,42,0,--,10.50,--,0,0,0/42,0/42
Gareth James Hopkins,24-11-1976,NEW ZEALAND,Right-hand bat,,"June 29,2004",England v New Zealand,26,17,236,1,45,14.75,312,75.64,0,0,19,2,27,1,--,--,--,--,--,--,--,--,,
Gary Keith Robertson,15-07-1960,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"February 15,1981",New Zealand v India,10,6,49,0,17,8.166,48,102.0,0,0,0,--,2,0,498,321,6,53.50,3.867,83.00,0,0,2/29,2/29
Gary Bertram Troup,03-10-1952,NEW ZEALAND,Right-hand bat,Left-arm fast-medium,"October 16,1976",Pakistan v New Zealand,22,12,101,8,39,25.25,140,72.14,0,0,7,2,2,0,1166,791,32,24.71,4.070,36.43,0,0,4/19,4/19
Gavin Rolf Larsen,27-09-1962,NEW ZEALAND,Right-hand bat,Right-arm medium,"March 1,1990",New Zealand v India,121,70,629,27,37,14.62,970,64.84,0,0,29,9,23,0,6368,4000,113,35.39,3.768,56.35,0,0,4/24,4/24
Geoffrey Ian Allott,24-12-1971,NEW ZEALAND,Right-hand bat,Left-arm fast-medium,"February 26,1997",New Zealand v England,31,11,17,6,7*,3.400,56,30.35,0,0,0,0,5,0,1528,1207,52,23.21,4.739,29.38,0,0,4/35,4/35
Geoffrey Philip Howarth,29-03-1951,NEW ZEALAND,Right-hand bat,Off-break,"March 8,1975",New Zealand v England,70,65,1384,5,76,23.06,2301,60.14,0,6,112,--,16,0,90,68,3,22.66,4.533,30.00,0,0,1/4,1/4
Glen Paul Sulzberger,14-03-1973,NEW ZEALAND,Left-hand bat,Off-break,"September 27,2000",Zimbabwe v New Zealand,3,2,9,1,6*,9.000,15,60.00,0,0,0,0,--,--,132,102,3,34.00,4.636,44.00,0,0,1/28,1/28
Glenn Maitland Turner,26-05-1947,NEW ZEALAND,Right-hand bat,Off-break,"February 11,1973",New Zealand v Pakistan,41,40,1598,6,171*,47.00,2303,69.38,3,9,153,4,13,0,6,0,0,--,0.000,--,0,0,0/0,0/0
Graeme William Aldridge,15-11-1977,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"October 22,2011",Zimbabwe v New Zealand,2,0,0,0,0,--,0,--,0,0,0,0,--,--,114,98,1,98.00,5.157,114.0,0,0,1/45,1/45
Graham Ellery Vivian,28-02-1946,NEW ZEALAND,Left-hand bat,Leg-break,"February 11,1973",New Zealand v Pakistan,1,1,14,0,14,14.00,30,46.66,0,0,--,--,--,--,--,--,--,--,--,--,--,--,,
Grant Eric Bradburn,26-05-1966,NEW ZEALAND,Right-hand bat,Off-break,"November 4,1990",Pakistan v New Zealand,11,10,60,3,30*,8.571,130,46.15,0,0,1,0,2,0,385,318,6,53.00,4.955,64.16,0,0,2/18,2/18
Grant David Elliott,21-03-1979,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"June 18,2008",England v New Zealand,84,69,1976,11,115,34.06,2416,81.78,2,11,151,28,17,0,1302,1179,39,30.23,5.433,33.38,0,0,4/22,4/22
Hamish Kyle Bennett,22-02-1987,NEW ZEALAND,Left-hand bat,Right-arm medium-fast,"October 14,2010",Bangladesh v New Zealand,16,7,10,5,4*,5.000,35,28.57,0,0,0,0,3,0,718,621,27,23.00,5.189,26.59,0,0,4/16,4/16
Hamish John Hamilton Marshall,15-02-1979,NEW ZEALAND,Right-hand bat,Right-arm medium,"November 29,2003",Pakistan v New Zealand,66,62,1454,9,101*,27.43,1989,73.10,1,12,98,8,18,0,--,--,--,--,--,--,--,--,,
Hamish Duncan Rutherford,27-04-1989,NEW ZEALAND,Left-hand bat,Slow left-arm,"February 20,2013",New Zealand v England,4,4,15,0,11,3.750,56,26.78,0,0,2,0,2,0,--,--,--,--,--,--,--,--,,
Heath Te-Ihi-O-Te-Rangi Davis,30-11-1971,NEW ZEALAND,Right-hand bat,Right-arm fast,"April 18,1994",New Zealand v Sri Lanka,11,6,13,4,7*,6.500,33,39.39,0,0,0,0,2,0,432,436,11,39.63,6.055,39.27,0,0,4/35,4/35
Hedley John Howarth,25-12-1943,NEW ZEALAND,Left-hand bat,Slow left-arm,"February 11,1973",New Zealand v Pakistan,9,5,18,2,11,6.000,26,69.23,0,0,0,--,3,0,462,280,11,25.45,3.636,42.00,0,0,3/29,3/29
Iain Edward O'Brien,10-07-1976,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 20,2008",New Zealand v England,10,2,3,2,3*,--,11,27.27,0,0,0,0,1,0,453,488,14,34.85,6.463,32.35,0,0,3/31,3/31
Ian Gareth Butler,24-11-1981,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"February 13,2002",New Zealand v England,26,13,84,5,25,10.50,154,54.54,0,0,6,2,8,0,1109,1038,28,37.07,5.615,39.60,0,0,4/44,4/44
Ian David Stockley Smith,28-02-1957,NEW ZEALAND,Right-hand bat,Right-arm,"November 25,1980",Australia v New Zealand,98,77,1055,16,62*,17.29,1061,99.43,0,3,92,9,81,5,--,--,--,--,--,--,--,--,,
Inderbir Singh Sodhi,31-10-1992,NEW ZEALAND,Right-hand bat,Leg-break googly,"August 2,2015",Zimbabwe v New Zealand,22,7,13,1,5,2.166,41,31.70,0,0,0,0,4,0,1094,1025,29,35.34,5.621,37.72,0,--,,
Jacob David Philip Oram,28-07-1978,NEW ZEALAND,Left-hand bat,Right-arm medium,"January 4,2001",New Zealand v Zimbabwe,161,116,2434,15,101*,24.09,2809,86.65,1,13,182,81,51,0,6911,5047,173,29.17,4.381,39.94,2,0,5/26,5/26
James Edward Charles Franklin,07-11-1980,NEW ZEALAND,Left-hand bat,Left-arm fast-medium,"January 2,2001",New Zealand v Zimbabwe,110,80,1271,27,98*,23.98,1651,76.98,0,4,97,17,26,0,3848,3354,81,41.40,5.229,47.50,1,0,5/28,5/30
James Andrew Hamilton Marshall,15-02-1979,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 26,2005",New Zealand v Australia,10,10,250,0,161,25.00,313,79.87,1,1,19,4,--,--,--,--,--,--,--,--,--,--,,
Jamie Michael How,19-05-1981,NEW ZEALAND,Right-hand bat,Off-break,"December 31,2005",New Zealand v Sri Lanka,41,37,1046,1,139,29.05,1572,66.53,1,7,117,7,19,0,--,--,--,--,--,--,--,--,,
Jeetan Shashi Patel,07-05-1980,NEW ZEALAND,Right-hand bat,Off-break,"August 31,2005",Zimbabwe v New Zealand,43,15,95,8,34,13.57,162,58.64,0,0,5,2,13,0,2014,1691,49,34.51,5.037,41.10,0,0,3/11,3/11
Jeffrey John Crowe,14-09-1958,NEW ZEALAND,Right-hand bat,Right-arm slow-medium,"January 9,1983",Australia v New Zealand,75,71,1518,12,88*,25.72,2456,61.80,0,7,110,12,28,0,6,1,0,--,1.000,--,0,0,0/0,0/0
Jeffrey William Wilson,24-10-1973,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 19,1993",New Zealand v Australia,6,6,103,1,44*,20.60,112,91.96,0,0,7,1,4,0,242,260,4,65.00,6.446,60.50,0,0,2/21,2/21
Jeremy Vernon Coney,21-06-1952,NEW ZEALAND,Right-hand bat,Right-arm medium,"June 9,1979",New Zealand v Sri Lanka,88,80,1874,19,66*,30.72,2885,64.95,0,8,128,12,40,0,2931,2039,54,37.75,4.174,54.27,0,0,4/46,4/46
Jesse Daniel Ryder,06-08-1984,NEW ZEALAND,Left-hand bat,Right-arm medium,"February 9,2008",New Zealand v England,48,42,1362,1,107,33.21,1429,95.31,3,6,152,38,15,0,407,412,12,34.33,6.073,33.91,0,0,3/29,3/29
James Douglas Sheehan Neesham,17-09-1990,NEW ZEALAND,Left-hand bat,Right-arm fast-medium,"January 19,2013",South Africa v New Zealand,41,37,811,7,74,27.03,854,94.96,0,4,84,9,17,0,1190,1293,34,38.02,6.519,35.00,0,0,4/42,4/42
Graham Neil Edwards,27-05-1955,NEW ZEALAND,Right-hand bat,,"February 21,1976",New Zealand v India,6,6,138,0,41,23.00,191,72.25,0,0,11,0,5,0,6,5,1,5.000,5.000,6.000,0,0,1/5,1/5
John Garry Bracewell,15-04-1958,NEW ZEALAND,Right-hand bat,Off-break,"June 11,1983",New Zealand v Pakistan,53,43,512,12,43,16.51,717,71.40,0,0,36,3,19,0,2447,1884,33,57.09,4.619,74.15,0,0,2/3,2/3
John Fulton Reid,03-03-1956,NEW ZEALAND,Left-hand bat,Leg-break,"February 6,1980",New Zealand v West Indies,25,24,633,1,88,27.52,1084,58.39,0,4,28,2,5,0,--,--,--,--,--,--,--,--,,
John Francis MacLean Morrison,27-08-1947,NEW ZEALAND,Right-hand bat,Slow left-arm,"March 9,1975",New Zealand v England,18,15,252,3,55,21.00,430,58.60,0,1,20,0,6,0,283,199,8,24.87,4.219,35.37,0,0,3/24,3/24
John Morton Parker,21-02-1951,NEW ZEALAND,Right-hand bat,Leg-break googly,"March 31,1974",New Zealand v Australia,24,20,248,0,66,12.40,403,61.53,0,1,15,--,11,1,12,10,1,10.00,5.000,12.00,0,0,1/10,1/10
John Geoffrey Wright,05-07-1954,NEW ZEALAND,Left-hand bat,Right-arm medium,"July 15,1978",England v New Zealand,149,148,3891,1,101,26.46,6771,57.46,1,24,368,13,51,0,24,8,0,--,2.000,--,0,0,0/0,0/0
Jonathan Paul Millmow,22-09-1967,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"April 26,1990",Australia v New Zealand,5,1,0,1,0*,--,3,0.000,0,0,0,0,1,0,270,232,4,58.00,5.155,67.50,0,0,2/22,2/22
Justin Thomas Caldwell Vaughan,30-08-1967,NEW ZEALAND,Left-hand bat,Right-arm medium,"December 4,1992",Sri Lanka v New Zealand,18,16,162,7,33,18.00,261,62.06,0,0,7,0,4,0,696,524,15,34.93,4.517,46.40,0,0,4/27,4/33
Kane Stuart Williamson,08-08-1990,NEW ZEALAND,Right-hand bat,Off-break,"August 10,2010",India v New Zealand,128,121,5156,11,145*,46.87,6195,83.22,11,33,474,43,53,0,1329,1207,35,34.48,5.449,37.97,0,0,4/22,4/22
Kenneth Robert Rutherford,26-10-1965,NEW ZEALAND,Right-hand bat,Right-arm medium,"March 27,1985",West Indies v New Zealand,121,115,3143,9,108,29.65,4888,64.30,2,18,223,17,41,0,389,323,10,32.30,4.982,38.90,0,0,2/39,2/39
Kenneth John Wadsworth,30-11-1946,NEW ZEALAND,Right-hand bat,Right-arm slow-medium,"February 11,1973",New Zealand v Pakistan,13,10,258,1,104,28.66,334,77.24,1,0,27,2,13,2,--,--,--,--,--,--,--,--,,
Kerry Peter Walmsley,23-08-1973,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"November 29,2003",Pakistan v New Zealand,2,0,0,0,0,--,0,--,0,0,0,0,--,--,120,117,2,58.50,5.850,60.00,0,0,1/7,1/53
Kyle David Mills,15-03-1979,NEW ZEALAND,Right-hand bat,Right-arm medium,"April 15,2001",New Zealand v Pakistan,171,101,1047,34,54,15.62,1281,81.73,0,2,76,38,42,0,8230,6485,240,27.02,4.727,34.29,1,0,5/25,5/25
